1. From_Currency Code,2. From_Currency Name,3. To_Currency Code,4. To_Currency Name,5. Exchange Rate,6. Last Refreshed,7. Time Zone,8. Bid Price,9. Ask Price
BTC,Bitcoin,USD,United States Dollar,51689.00000000,2021-02-17 19:20:01,UTC,51688.99000000,51689.00000000
